Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stage8,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Slew7,Slew8,Ileak,MaxI,EndTime
415,1,37,1,1,543,1,1,8,1000,2.8653e-11,0.3532172,0.0014,0.0319928,0.0014,0.0014,0.4619916,0.0014,0.0014,2.61e-05,1.811e-02,2.300e-09
1,1,1,1,1,622,31,342,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0014,0.5291258000000001,0.026893999999999998,0.29118179999999994,2.61e-05,1.999e-02,2.458e-09
1,766,219,1,1,10,1,1,8,1000,2.8653e-11,0.0014,0.651497,0.18665640000000003,0.0014,0.0014,0.0090482,0.0014,0.0014,2.61e-05,1.906e-02,2.341e-09
1,1,10,1,1,1,634,351,8,1000,2.8653e-11,0.0014,0.0014,0.0090482,0.0014,0.0014,0.0014,0.5393234,0.29883,2.61e-05,1.985e-02,2.481e-09
1,1,1,289,1,1,28,678,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.2461424,0.0014,0.0014,0.0243446,0.5767146000000001,2.61e-05,1.738e-02,2.460e-09
1,1,622,356,1,17,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.5291258000000001,0.30307899999999993,0.0014,0.014996800000000001,0.0014,0.0014,2.61e-05,2.011e-02,2.329e-09
1,626,1,34,1,335,1,1,8,1000,2.8653e-11,0.0014,0.532525,0.0014,0.029443399999999998,0.0014,0.28523319999999996,0.0014,0.0014,2.61e-05,1.971e-02,2.327e-09
14,1,1,1,434,1,1,547,8,1000,2.8653e-11,0.0124474,0.0014,0.0014,0.0014,0.36936339999999995,0.0014,0.0014,0.4653908,2.61e-05,1.871e-02,2.421e-09
1,27,1,559,1,409,1,1,8,1000,2.8653e-11,0.0014,0.0234948,0.0014,0.47558839999999997,0.0014,0.34811839999999994,0.0014,0.0014,2.61e-05,1.973e-02,2.368e-09
1,4,1,722,1,1,1,269,8,1000,2.8653e-11,0.0014,0.0039494,0.0014,0.6141057999999999,0.0014,0.0014,0.0014,0.2291464,2.61e-05,1.948e-02,2.438e-09
965,1,1,1,1,1,5,25,8,1000,2.8653e-11,0.8206072,0.0014,0.0014,0.0014,0.0014,0.0014,0.0047992,0.021795199999999997,2.61e-05,1.699e-02,2.479e-09
38,1,1,321,1,1,636,1,8,1000,2.8653e-11,0.0328426,0.0014,0.0014,0.27333599999999997,0.0014,0.0014,0.541023,0.0014,2.61e-05,1.775e-02,2.415e-09
1,523,1,20,1,1,1,452,8,1000,2.8653e-11,0.0014,0.4449956,0.0014,0.017546199999999998,0.0014,0.0014,0.0014,0.3846598,2.61e-05,1.854e-02,2.339e-09
666,1,1,1,1,1,3,326,8,1000,2.8653e-11,0.5665169999999999,0.0014,0.0014,0.0014,0.0014,0.0014,0.0030995999999999997,0.27758499999999997,2.61e-05,1.910e-02,2.342e-09
1,1,74,1,8,1,913,1,8,1000,2.8653e-11,0.0014,0.0014,0.0634354,0.0014,0.007348599999999999,0.0014,0.7764176,0.0014,2.61e-05,1.667e-02,2.638e-09
651,1,301,43,1,1,1,1,8,1000,2.8653e-11,0.55377,0.0014,0.25633999999999996,0.0370916,0.0014,0.0014,0.0014,0.0014,2.61e-05,2.017e-02,2.267e-09
1,1,1,455,511,1,1,29,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.3872092,0.434798,0.0014,0.0014,0.0251944,2.61e-05,1.975e-02,2.357e-09
640,1,1,1,12,1,343,1,8,1000,2.8653e-11,0.5444222,0.0014,0.0014,0.0014,0.0107478,0.0014,0.2920316,0.0014,2.61e-05,1.929e-02,2.320e-09
928,1,1,1,1,1,17,50,8,1000,2.8653e-11,0.7891646,0.0014,0.0014,0.0014,0.0014,0.0014,0.014996800000000001,0.0430402,2.61e-05,1.753e-02,2.449e-09
1,1,59,1,21,1,915,1,8,1000,2.8653e-11,0.0014,0.0014,0.0506884,0.0014,0.018396,0.0014,0.7781172000000001,0.0014,2.61e-05,1.663e-02,2.641e-09
1,41,623,1,1,1,1,331,8,1000,2.8653e-11,0.0014,0.035392,0.5299756,0.0014,0.0014,0.0014,0.0014,0.28183400000000003,2.61e-05,1.941e-02,2.356e-09
1,14,740,1,1,1,241,1,8,1000,2.8653e-11,0.0014,0.0124474,0.6294022,0.0014,0.0014,0.0014,0.205352,0.0014,2.61e-05,1.934e-02,2.395e-09
880,1,1,1,1,4,111,1,8,1000,2.8653e-11,0.7483742,0.0014,0.0014,0.0014,0.0014,0.0039494,0.094878,0.0014,2.61e-05,1.809e-02,2.412e-09
1,105,1,1,28,1,862,1,8,1000,2.8653e-11,0.0014,0.0897792,0.0014,0.0014,0.0243446,0.0014,0.7330778,0.0014,2.61e-05,1.649e-02,2.572e-09
1,1,331,1,19,1,1,645,8,1000,2.8653e-11,0.0014,0.0014,0.28183400000000003,0.0014,0.0166964,0.0014,0.0014,0.5486712,2.61e-05,1.734e-02,2.427e-09
1,891,40,1,1,64,1,1,8,1000,2.8653e-11,0.0014,0.757722,0.0345422,0.0014,0.0014,0.0549374,0.0014,0.0014,2.61e-05,1.776e-02,2.429e-09
1,1,1,141,1,1,7,847,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.120372,0.0014,0.0014,0.006498799999999999,0.7203307999999999,2.61e-05,1.665e-02,2.604e-09
1,646,345,4,1,1,1,1,8,1000,2.8653e-11,0.0014,0.5495209999999999,0.2937312,0.0039494,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.997e-02,2.301e-09
379,608,1,1,1,1,8,1,8,1000,2.8653e-11,0.3226244,0.5172286,0.0014,0.0014,0.0014,0.0014,0.007348599999999999,0.0014,2.61e-05,1.888e-02,2.244e-09
1,4,1,407,1,1,584,1,8,1000,2.8653e-11,0.0014,0.0039494,0.0014,0.34641879999999997,0.0014,0.0014,0.4968334,0.0014,2.61e-05,1.848e-02,2.409e-09
1,2,316,677,1,1,1,1,8,1000,2.8653e-11,0.0014,0.0022498,0.269087,0.5758648,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.816e-02,2.359e-09
1,358,1,1,1,624,1,13,8,1000,2.8653e-11,0.0014,0.3047786,0.0014,0.0014,0.0014,0.5308254,0.0014,0.0115976,2.61e-05,1.792e-02,2.368e-09
278,1,691,1,1,26,1,1,8,1000,2.8653e-11,0.2367946,0.0014,0.587762,0.0014,0.0014,0.022645,0.0014,0.0014,2.61e-05,1.799e-02,2.313e-09
1,1,22,1,1,664,309,1,8,1000,2.8653e-11,0.0014,0.0014,0.0192458,0.0014,0.0014,0.5648174,0.2631384,0.0014,2.61e-05,1.974e-02,2.458e-09
1,851,1,1,1,142,1,2,8,1000,2.8653e-11,0.0014,0.72373,0.0014,0.0014,0.0014,0.1212218,0.0014,0.0022498,2.61e-05,1.832e-02,2.410e-09
416,1,1,555,1,1,1,24,8,1000,2.8653e-11,0.35406699999999997,0.0014,0.0014,0.4721892,0.0014,0.0014,0.0014,0.0209454,2.61e-05,1.891e-02,2.279e-09
820,135,1,1,1,1,40,1,8,1000,2.8653e-11,0.6973862000000001,0.1152732,0.0014,0.0014,0.0014,0.0014,0.0345422,0.0014,2.61e-05,1.850e-02,2.346e-09
1,7,1,308,1,680,1,1,8,1000,2.8653e-11,0.0014,0.006498799999999999,0.0014,0.2622886,0.0014,0.5784142,0.0014,0.0014,2.61e-05,1.789e-02,2.427e-09
3,1,1,917,1,1,1,75,8,1000,2.8653e-11,0.0030995999999999997,0.0014,0.0014,0.7798168,0.0014,0.0014,0.0014,0.0642852,2.61e-05,1.741e-02,2.551e-09
1,1,1,1,14,685,296,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0124474,0.5826631999999999,0.252091,0.0014,2.61e-05,1.967e-02,2.471e-09
1,814,1,1,156,1,25,1,8,1000,2.8653e-11,0.0014,0.6922874,0.0014,0.0014,0.13311900000000002,0.0014,0.021795199999999997,0.0014,2.61e-05,1.868e-02,2.392e-09
1,1,326,1,1,1,644,25,8,1000,2.8653e-11,0.0014,0.0014,0.27758499999999997,0.0014,0.0014,0.0014,0.5478213999999999,0.021795199999999997,2.61e-05,1.770e-02,2.400e-09
1,15,533,1,1,447,1,1,8,1000,2.8653e-11,0.0014,0.0132972,0.45349359999999994,0.0014,0.0014,0.3804108,0.0014,0.0014,2.61e-05,1.948e-02,2.349e-09
1,1,38,1,666,291,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0328426,0.0014,0.5665169999999999,0.247842,0.0014,0.0014,2.61e-05,1.968e-02,2.416e-09
1,19,340,1,1,1,1,636,8,1000,2.8653e-11,0.0014,0.0166964,0.28948219999999997,0.0014,0.0014,0.0014,0.0014,0.541023,2.61e-05,1.741e-02,2.427e-09
120,1,855,1,1,20,1,1,8,1000,2.8653e-11,0.10252620000000001,0.0014,0.7271292,0.0014,0.0014,0.017546199999999998,0.0014,0.0014,2.61e-05,1.713e-02,2.422e-09
22,100,1,1,873,1,1,1,8,1000,2.8653e-11,0.0192458,0.08553020000000001,0.0014,0.0014,0.7424256,0.0014,0.0014,0.0014,2.61e-05,1.664e-02,2.513e-09
730,1,36,1,229,1,1,1,8,1000,2.8653e-11,0.6209041999999999,0.0014,0.031142999999999997,0.0014,0.1951544,0.0014,0.0014,0.0014,2.61e-05,1.954e-02,2.317e-09
1,376,577,1,42,1,1,1,8,1000,2.8653e-11,0.0014,0.320075,0.4908848,0.0014,0.0362418,0.0014,0.0014,0.0014,2.61e-05,1.930e-02,2.285e-09
1,5,1,67,1,923,1,1,8,1000,2.8653e-11,0.0014,0.0047992,0.0014,0.0574868,0.0014,0.7849155999999999,0.0014,0.0014,2.61e-05,1.672e-02,2.602e-09
187,1,794,1,14,1,1,1,8,1000,2.8653e-11,0.15946280000000002,0.0014,0.6752914,0.0014,0.0124474,0.0014,0.0014,0.0014,2.61e-05,1.731e-02,2.364e-09
1,729,1,1,245,1,21,1,8,1000,2.8653e-11,0.0014,0.6200544,0.0014,0.0014,0.20875120000000003,0.0014,0.018396,0.0014,2.61e-05,1.957e-02,2.334e-09
1,43,1,1,389,1,563,1,8,1000,2.8653e-11,0.0014,0.0370916,0.0014,0.0014,0.3311224,0.0014,0.4789876,0.0014,2.61e-05,1.860e-02,2.405e-09
1,1,1,19,141,1,1,835,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0166964,0.120372,0.0014,0.0014,0.7101332,2.61e-05,1.676e-02,2.598e-09
752,1,1,36,1,207,1,1,8,1000,2.8653e-11,0.6395997999999999,0.0014,0.0014,0.031142999999999997,0.0014,0.1764588,0.0014,0.0014,2.61e-05,1.939e-02,2.328e-09
1,1,1,1,1,835,119,41,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0014,0.7101332,0.1016764,0.035392,2.61e-05,1.818e-02,2.538e-09
1,1,1,615,1,1,8,372,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.5231772,0.0014,0.0014,0.007348599999999999,0.3166758,2.61e-05,1.959e-02,2.412e-09
1,1,1,604,29,1,362,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.5138294,0.0251944,0.0014,0.3081778,0.0014,2.61e-05,1.986e-02,2.378e-09
1,843,9,1,1,143,1,1,8,1000,2.8653e-11,0.0014,0.7169316,0.0081984,0.0014,0.0014,0.1220716,0.0014,0.0014,2.61e-05,1.839e-02,2.419e-09
206,1,1,19,1,1,1,770,8,1000,2.8653e-11,0.17560900000000002,0.0014,0.0014,0.0166964,0.0014,0.0014,0.0014,0.6548962,2.61e-05,1.634e-02,2.492e-09
299,40,1,1,656,1,1,1,8,1000,2.8653e-11,0.2546404,0.0345422,0.0014,0.0014,0.558019,0.0014,0.0014,0.0014,2.61e-05,1.739e-02,2.327e-09
1,1,1,1,906,1,84,5,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.770469,0.0014,0.07193340000000001,0.0047992,2.61e-05,1.752e-02,2.556e-09
1,17,1,36,942,1,1,1,8,1000,2.8653e-11,0.0014,0.014996800000000001,0.0014,0.031142999999999997,0.8010617999999999,0.0014,0.0014,0.0014,2.61e-05,1.665e-02,2.592e-09
1,1,17,1,309,1,669,1,8,1000,2.8653e-11,0.0014,0.0014,0.014996800000000001,0.0014,0.2631384,0.0014,0.5690664,0.0014,2.61e-05,1.790e-02,2.459e-09
1,1,547,33,1,1,415,1,8,1000,2.8653e-11,0.0014,0.0014,0.4653908,0.0285936,0.0014,0.0014,0.3532172,0.0014,2.61e-05,1.941e-02,2.346e-09
1,1,238,1,38,1,719,1,8,1000,2.8653e-11,0.0014,0.0014,0.20280260000000003,0.0014,0.0328426,0.0014,0.6115564,0.0014,2.61e-05,1.702e-02,2.453e-09
1,1,1,528,38,1,1,429,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.4492446,0.0328426,0.0014,0.0014,0.3651144,2.61e-05,1.925e-02,2.392e-09
1,1,1,1,2,833,160,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0022498,0.7084336,0.1365182,0.0014,2.61e-05,1.823e-02,2.549e-09
1,1,6,1,1,1,784,205,8,1000,2.8653e-11,0.0014,0.0014,0.0056489999999999995,0.0014,0.0014,0.0014,0.6667934,0.1747592,2.61e-05,1.872e-02,2.546e-09
1,1,266,1,719,1,1,10,8,1000,2.8653e-11,0.0014,0.0014,0.22659700000000002,0.0014,0.6115564,0.0014,0.0014,0.0090482,2.61e-05,1.770e-02,2.395e-09
1,1,1,780,1,1,17,198,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.6633941999999999,0.0014,0.0014,0.014996800000000001,0.1688106,2.61e-05,1.911e-02,2.454e-09
1,1,1,472,1,1,482,41,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.4016558,0.0014,0.0014,0.4101538,0.035392,2.61e-05,1.947e-02,2.376e-09
197,766,1,1,32,1,1,1,8,1000,2.8653e-11,0.16796080000000002,0.651497,0.0014,0.0014,0.027743800000000002,0.0014,0.0014,0.0014,2.61e-05,1.765e-02,2.316e-09
1,1,1,920,1,1,57,18,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.7823661999999999,0.0014,0.0014,0.0489888,0.015846600000000002,2.61e-05,1.731e-02,2.552e-09
1,1,1,377,18,1,600,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.3209248,0.015846600000000002,0.0014,0.5104302,0.0014,2.61e-05,1.823e-02,2.395e-09
572,380,1,1,1,1,1,43,8,1000,2.8653e-11,0.48663579999999995,0.3234742,0.0014,0.0014,0.0014,0.0014,0.0014,0.0370916,2.61e-05,2.040e-02,2.241e-09
1,1,198,1,1,1,764,33,8,1000,2.8653e-11,0.0014,0.0014,0.1688106,0.0014,0.0014,0.0014,0.6497974,0.0285936,2.61e-05,1.705e-02,2.494e-09
628,1,365,1,1,1,2,1,8,1000,2.8653e-11,0.5342246,0.0014,0.3107272,0.0014,0.0014,0.0014,0.0022498,0.0014,2.61e-05,1.994e-02,2.260e-09
16,1,1,249,730,1,1,1,8,1000,2.8653e-11,0.014147,0.0014,0.0014,0.21215040000000002,0.6209041999999999,0.0014,0.0014,0.0014,2.61e-05,1.762e-02,2.425e-09
1,543,440,1,1,1,1,12,8,1000,2.8653e-11,0.0014,0.4619916,0.3744622,0.0014,0.0014,0.0014,0.0014,0.0107478,2.61e-05,2.006e-02,2.283e-09
1,1,709,1,1,1,32,254,8,1000,2.8653e-11,0.0014,0.0014,0.6030584,0.0014,0.0014,0.0014,0.027743800000000002,0.21639940000000002,2.61e-05,1.962e-02,2.399e-09
1,802,10,1,183,1,1,1,8,1000,2.8653e-11,0.0014,0.6820898,0.0090482,0.0014,0.15606360000000002,0.0014,0.0014,0.0014,2.61e-05,1.881e-02,2.382e-09
1,484,7,1,504,1,1,1,8,1000,2.8653e-11,0.0014,0.4118534,0.006498799999999999,0.0014,0.4288494,0.0014,0.0014,0.0014,2.61e-05,1.903e-02,2.311e-09
1,413,1,1,18,564,1,1,8,1000,2.8653e-11,0.0014,0.3515176,0.0014,0.0014,0.015846600000000002,0.4798374,0.0014,0.0014,2.61e-05,1.822e-02,2.346e-09
1,1,482,12,1,501,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.4101538,0.0107478,0.0014,0.42629999999999996,0.0014,0.0014,2.61e-05,1.907e-02,2.355e-09
1,1,52,37,906,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.044739799999999996,0.0319928,0.770469,0.0014,0.0014,0.0014,2.61e-05,1.685e-02,2.562e-09
1,1,1,1,1,556,16,423,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0014,0.473039,0.014147,0.36001559999999994,2.61e-05,1.976e-02,2.452e-09
1,21,406,1,1,568,1,1,8,1000,2.8653e-11,0.0014,0.018396,0.34556899999999996,0.0014,0.0014,0.48323659999999996,0.0014,0.0014,2.61e-05,1.849e-02,2.361e-09
1,1,1,32,211,1,752,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.027743800000000002,0.17985800000000002,0.0014,0.6395997999999999,0.0014,2.61e-05,1.726e-02,2.497e-09
1,1,597,1,1,1,11,387,8,1000,2.8653e-11,0.0014,0.0014,0.5078808,0.0014,0.0014,0.0014,0.009898,0.3294228,2.61e-05,1.934e-02,2.384e-09
1,384,1,2,1,1,609,1,8,1000,2.8653e-11,0.0014,0.32687340000000004,0.0014,0.0022498,0.0014,0.0014,0.5180784,0.0014,2.61e-05,1.769e-02,2.371e-09
1,378,615,1,2,1,1,1,8,1000,2.8653e-11,0.0014,0.32177459999999997,0.5231772,0.0014,0.0022498,0.0014,0.0014,0.0014,2.61e-05,1.877e-02,2.292e-09
1,1,1,346,1,1,619,30,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.294581,0.0014,0.0014,0.5265764,0.0260442,2.61e-05,1.814e-02,2.413e-09
1,1,416,1,1,559,1,20,8,1000,2.8653e-11,0.0014,0.0014,0.35406699999999997,0.0014,0.0014,0.47558839999999997,0.0014,0.017546199999999998,2.61e-05,1.876e-02,2.362e-09
1,2,1,1,1,354,639,1,8,1000,2.8653e-11,0.0014,0.0022498,0.0014,0.0014,0.0014,0.30137939999999996,0.5435724000000001,0.0014,2.61e-05,1.851e-02,2.468e-09
1,1,1,1,100,1,8,887,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.08553020000000001,0.0014,0.007348599999999999,0.7543228000000001,2.61e-05,1.674e-02,2.652e-09
1,225,1,2,1,768,1,1,8,1000,2.8653e-11,0.0014,0.19175520000000001,0.0014,0.0022498,0.0014,0.6531966,0.0014,0.0014,2.61e-05,1.694e-02,2.454e-09
1,22,1,762,211,1,1,1,8,1000,2.8653e-11,0.0014,0.0192458,0.0014,0.6480978000000001,0.17985800000000002,0.0014,0.0014,0.0014,2.61e-05,1.887e-02,2.416e-09
799,1,1,1,1,155,41,1,8,1000,2.8653e-11,0.6795404,0.0014,0.0014,0.0014,0.0014,0.1322692,0.035392,0.0014,2.61e-05,1.906e-02,2.347e-09
1,1,520,1,28,447,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.4424462,0.0014,0.0243446,0.3804108,0.0014,0.0014,2.61e-05,1.935e-02,2.330e-09
1,1,769,1,31,1,195,1,8,1000,2.8653e-11,0.0014,0.0014,0.6540463999999999,0.0014,0.026893999999999998,0.0014,0.1662612,0.0014,2.61e-05,1.921e-02,2.402e-09
1,504,1,1,42,449,1,1,8,1000,2.8653e-11,0.0014,0.4288494,0.0014,0.0014,0.0362418,0.38211039999999996,0.0014,0.0014,2.61e-05,1.916e-02,2.305e-09
1,6,204,1,785,1,1,1,8,1000,2.8653e-11,0.0014,0.0056489999999999995,0.17390940000000002,0.0014,0.6676432,0.0014,0.0014,0.0014,2.61e-05,1.723e-02,2.440e-09
1,169,1,1,1,822,4,1,8,1000,2.8653e-11,0.0014,0.1441664,0.0014,0.0014,0.0014,0.6990858,0.0039494,0.0014,2.61e-05,1.666e-02,2.502e-09
1,1,1,133,1,34,828,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.1135736,0.0014,0.029443399999999998,0.7041845999999999,0.0014,2.61e-05,1.689e-02,2.545e-09
381,1,1,1,611,1,3,1,8,1000,2.8653e-11,0.32432399999999995,0.0014,0.0014,0.0014,0.5197780000000001,0.0014,0.0030995999999999997,0.0014,2.61e-05,1.798e-02,2.318e-09
30,1,1,1,1,878,87,1,8,1000,2.8653e-11,0.0260442,0.0014,0.0014,0.0014,0.0014,0.7466746,0.07448280000000002,0.0014,2.61e-05,1.745e-02,2.561e-09
1,314,1,1,15,666,1,1,8,1000,2.8653e-11,0.0014,0.26738739999999994,0.0014,0.0014,0.0132972,0.5665169999999999,0.0014,0.0014,2.61e-05,1.738e-02,2.379e-09
23,1,1,1,1,1,492,480,8,1000,2.8653e-11,0.020095599999999998,0.0014,0.0014,0.0014,0.0014,0.0014,0.41865179999999996,0.4084542,2.61e-05,1.954e-02,2.449e-09
1,1,531,1,9,455,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.451794,0.0014,0.0081984,0.3872092,0.0014,0.0014,2.61e-05,1.944e-02,2.347e-09
1,1,1,506,456,33,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.43054899999999996,0.388059,0.0285936,0.0014,0.0014,2.61e-05,2.010e-02,2.353e-09
401,1,1,41,1,1,1,553,8,1000,2.8653e-11,0.34132,0.0014,0.0014,0.035392,0.0014,0.0014,0.0014,0.4704896,2.61e-05,1.738e-02,2.335e-09
1,40,1,1,1,510,445,1,8,1000,2.8653e-11,0.0014,0.0345422,0.0014,0.0014,0.0014,0.4339482,0.37871119999999997,0.0014,2.61e-05,1.966e-02,2.407e-09
1,1,41,264,1,1,690,1,8,1000,2.8653e-11,0.0014,0.0014,0.035392,0.2248974,0.0014,0.0014,0.5869122,0.0014,2.61e-05,1.740e-02,2.445e-09
64,1,21,1,1,1,910,1,8,1000,2.8653e-11,0.0549374,0.0014,0.018396,0.0014,0.0014,0.0014,0.7738682,0.0014,2.61e-05,1.655e-02,2.626e-09
1,1,1,1,4,701,1,290,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0039494,0.59626,0.0014,0.2469922,2.61e-05,1.964e-02,2.492e-09
1,1,378,1,1,42,575,1,8,1000,2.8653e-11,0.0014,0.0014,0.32177459999999997,0.0014,0.0014,0.0362418,0.4891852,0.0014,2.61e-05,1.815e-02,2.374e-09
22,1,825,1,1,1,1,148,8,1000,2.8653e-11,0.0192458,0.0014,0.7016351999999999,0.0014,0.0014,0.0014,0.0014,0.1263206,2.61e-05,1.847e-02,2.429e-09
1,675,1,1,1,1,32,288,8,1000,2.8653e-11,0.0014,0.5741652,0.0014,0.0014,0.0014,0.0014,0.027743800000000002,0.2452926,2.61e-05,1.949e-02,2.351e-09
1,199,1,1,1,794,2,1,8,1000,2.8653e-11,0.0014,0.16966040000000002,0.0014,0.0014,0.0014,0.6752914,0.0022498,0.0014,2.61e-05,1.690e-02,2.458e-09
1,1,500,484,1,1,11,1,8,1000,2.8653e-11,0.0014,0.0014,0.4254502,0.4118534,0.0014,0.0014,0.009898,0.0014,2.61e-05,1.974e-02,2.306e-09
780,1,1,1,1,175,40,1,8,1000,2.8653e-11,0.6633941999999999,0.0014,0.0014,0.0014,0.0014,0.1492652,0.0345422,0.0014,2.61e-05,1.926e-02,2.351e-09
13,1,1,114,1,1,868,1,8,1000,2.8653e-11,0.0115976,0.0014,0.0014,0.09742740000000001,0.0014,0.0014,0.7381766000000001,0.0014,2.61e-05,1.667e-02,2.583e-09
1,22,1,364,609,1,1,1,8,1000,2.8653e-11,0.0014,0.0192458,0.0014,0.30987739999999997,0.5180784,0.0014,0.0014,0.0014,2.61e-05,1.865e-02,2.372e-09
1,642,1,1,1,310,43,1,8,1000,2.8653e-11,0.0014,0.5461218,0.0014,0.0014,0.0014,0.26398819999999995,0.0370916,0.0014,2.61e-05,2.005e-02,2.328e-09
1,1,1,674,302,19,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.5733153999999999,0.2571898,0.0166964,0.0014,0.0014,2.61e-05,1.986e-02,2.382e-09
697,1,1,1,1,1,280,18,8,1000,2.8653e-11,0.5928608,0.0014,0.0014,0.0014,0.0014,0.0014,0.23849420000000002,0.015846600000000002,2.61e-05,1.952e-02,2.332e-09
1,775,11,1,1,209,1,1,8,1000,2.8653e-11,0.0014,0.6591452,0.009898,0.0014,0.0014,0.1781584,0.0014,0.0014,2.61e-05,1.914e-02,2.378e-09
1,1,829,1,27,139,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.7050344000000001,0.0014,0.0234948,0.11867240000000001,0.0014,0.0014,2.61e-05,1.846e-02,2.436e-09
2,1,1,1,599,1,394,1,8,1000,2.8653e-11,0.0022498,0.0014,0.0014,0.0014,0.5095804,0.0014,0.3353714,0.0014,2.61e-05,1.982e-02,2.414e-09
5,1,1,1,493,1,497,1,8,1000,2.8653e-11,0.0047992,0.0014,0.0014,0.0014,0.41950160000000003,0.0014,0.4229008,0.0014,2.61e-05,1.936e-02,2.420e-09
920,1,1,1,1,1,1,74,8,1000,2.8653e-11,0.7823661999999999,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0634354,2.61e-05,1.767e-02,2.424e-09
1,1,63,1,929,3,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0540876,0.0014,0.7900144,0.0030995999999999997,0.0014,0.0014,2.61e-05,1.671e-02,2.585e-09
1,285,1,1,26,684,1,1,8,1000,2.8653e-11,0.0014,0.24274320000000002,0.0014,0.0014,0.022645,0.5818134,0.0014,0.0014,2.61e-05,1.736e-02,2.386e-09
1,1,1,33,867,1,95,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0285936,0.7373268,0.0014,0.08128120000000001,0.0014,2.61e-05,1.768e-02,2.536e-09
1,1,1,1,677,1,310,8,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.5758648,0.0014,0.26398819999999995,0.007348599999999999,2.61e-05,1.976e-02,2.432e-09
478,37,1,1,1,480,1,1,8,1000,2.8653e-11,0.40675459999999997,0.0319928,0.0014,0.0014,0.0014,0.4084542,0.0014,0.0014,2.61e-05,1.860e-02,2.291e-09
645,12,1,1,1,1,1,338,8,1000,2.8653e-11,0.5486712,0.0107478,0.0014,0.0014,0.0014,0.0014,0.0014,0.2877826,2.61e-05,1.903e-02,2.332e-09
1,676,308,1,1,1,1,11,8,1000,2.8653e-11,0.0014,0.5750149999999999,0.2622886,0.0014,0.0014,0.0014,0.0014,0.009898,2.61e-05,1.984e-02,2.299e-09
1,21,565,409,1,1,1,1,8,1000,2.8653e-11,0.0014,0.018396,0.4806872,0.34811839999999994,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.992e-02,2.308e-09
1,7,1,1,661,1,327,1,8,1000,2.8653e-11,0.0014,0.006498799999999999,0.0014,0.0014,0.562268,0.0014,0.2784348,0.0014,2.61e-05,1.981e-02,2.439e-09
1,257,719,1,1,1,19,1,8,1000,2.8653e-11,0.0014,0.2189488,0.6115564,0.0014,0.0014,0.0014,0.0166964,0.0014,2.61e-05,1.797e-02,2.345e-09
5,95,1,895,1,1,1,1,8,1000,2.8653e-11,0.0047992,0.08128120000000001,0.0014,0.7611211999999999,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.670e-02,2.506e-09
1,1,708,281,1,6,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.6022086,0.239344,0.0014,0.0056489999999999995,0.0014,0.0014,2.61e-05,1.958e-02,2.365e-09
1,41,1,44,910,1,1,1,8,1000,2.8653e-11,0.0014,0.035392,0.0014,0.0379414,0.7738682,0.0014,0.0014,0.0014,2.61e-05,1.683e-02,2.560e-09
